what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483198382
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483201329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483268715
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1302483278304
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1302483278408
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483292619
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1302483293559
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1302483293836
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483293994
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302483299554
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483300122
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1302483305009
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483305314
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483308215
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302483323520
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483327881
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483331000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483354504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483385718
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302483399339
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483402817
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483454630
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483454792
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302483486930
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483487034
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483497845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302483498737
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483498811
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483499759
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1302483501407
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483501477
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302483503855
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483503914
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1302483507288
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483507355
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302483602519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483602581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483607674
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302483611707
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483611762
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483624013
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483801724
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483826680
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302483834372
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1302483834424
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1302483841244
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1302483842074
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1302483842448
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302483842914
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302483843359
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302483843710
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302483849534
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483880687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483881498
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483882572
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483925944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483931053
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483952918
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302483958172
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483961854
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302483963822
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302483965262
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302483972029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302483973155
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302483996584
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302484000093
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302484006893
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302484008986
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302484011415
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302484012154
