what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415953783
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308415954194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415960738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415961842
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415965015
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308415965745
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415982318
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308415982787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415991250
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308415991946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415991985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415992696
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416001264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416536760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308416546855
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308416549533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416558747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416593558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308416603204
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308416603886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308416626686
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308416628680
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416633403
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308416633426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416645768
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308416645795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416649887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416665233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416789735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416791642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416794132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416890472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308416934931
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308416936787
