what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308184671556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308184687533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308184721230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308184737418
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1308184740011
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1308184751451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308184776163
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308184776619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308184782352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308184956169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308184960774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185142884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185145579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185295943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185302292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185309314
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1308185322173
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1308185322348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308185332261
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1308185333779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185336006
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308185344814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308185348661
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308185348682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1308185388168
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1308414455639
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1308414455641
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1308414455653
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1308414455657
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1308414455657
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1308414455659
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1308414455660
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1308414455661
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1308414455662
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1308414455674
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1308414455683
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1308414455691
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1308414455693
