what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308420678997
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1308420679006
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308420684573
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308420695395
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308420705010
activated,view,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui.HelpView",1308420712027
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308420712071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420716857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420766163
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308420766201
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308420783109
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1308420783189
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308420789615
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.debug",1308420795863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420815977
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308420816003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420818223
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308420818252
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308420839221
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308420858540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420861901
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420886415
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420889017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420917497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420965731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420969163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308420971691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420984608
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308420985106
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1308420988622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420989011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420989175
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420989334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308420989592
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308420990563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308420991707
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308421002675
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1308421002720
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1308421003865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421017970
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308421017990
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421024642
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308421024670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421030564
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308421030580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421043667
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308421043695
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1308421050457
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308421050477
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308421079145
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1308421079197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421083508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421085355
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.debug",1308421085364
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308421086177
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308421091258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421114945
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308421114975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421115327
activated,editor,org.python.pydev,2.1.0.2011052613,"org.python.pydev.editor.PythonEditor",1308421115345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308421137594
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308421139928
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1308421139992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421142055
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308421142077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421151199
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1308421151207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308421154172
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1308421154190
